Date,Open,High,Low,Close,Adj Close,Volume
2020-08-11,309.519989,310.119995,305.070007,305.850006,291.858917,3571200
2020-08-12,308.250000,310.809998,308.200012,310.040009,295.857239,2947400
2020-08-13,309.299988,310.779999,308.559998,309.510010,295.351532,4074200
2020-08-14,309.149994,310.019989,308.339996,309.510010,295.351532,2097600
2020-08-17,310.440002,310.869995,310.089996,310.510010,296.305695,2183400
2020-08-18,310.929993,311.549988,309.279999,311.160004,296.926025,2415800
2020-08-19,311.549988,312.279999,309.309998,309.839996,295.666412,2498300
2020-08-20,308.109985,311.269989,308.019989,310.820007,296.601593,2409300
2020-08-21,310.480011,312.100006,310.170013,311.929993,297.660797,2316200
2020-08-24,314.359985,315.170013,313.369995,315.100006,300.685791,2349600
2020-08-25,315.690002,316.260010,314.500000,316.200012,301.735474,2890800
2020-08-26,316.750000,319.630005,316.250000,319.429993,304.817657,2606000
2020-08-27,320.220001,321.500000,318.470001,320.070007,305.428406,2295900
2020-08-28,321.140015,322.279999,319.950012,322.149994,307.413239,3538700
2020-08-31,321.980011,322.829987,320.799988,321.019989,306.334991,5068000
2020-09-01,321.809998,324.100006,320.940002,324.019989,309.197723,3008000
2020-09-02,325.940002,329.670013,324.779999,328.739990,313.701813,5273100
2020-09-03,327.010010,327.510010,314.809998,317.359985,302.842438,6892000
2020-09-04,317.769989,319.600006,306.899994,314.820007,300.418579,5133900
2020-09-08,309.350006,310.589996,305.850006,306.170013,292.164337,4278300
2020-09-09,310.149994,314.660004,309.290009,312.209991,297.927948,3339800
2020-09-10,314.049988,314.709991,305.820007,306.750000,292.717743,3589000
2020-09-11,308.549988,309.589996,304.170013,306.980011,292.937225,3690100
2020-09-14,310.079987,312.750000,309.609985,310.970001,296.744720,3056100
2020-09-15,313.470001,314.260010,311.519989,312.570007,298.271515,2570900
2020-09-16,313.809998,315.179993,311.040009,311.309998,297.069214,2313400
2020-09-17,306.480011,310.269989,305.959991,308.589996,294.473602,2848300
2020-09-18,309.440002,309.480011,302.549988,305.000000,291.047791,3420800
2020-09-21,300.470001,301.750000,296.829987,301.690002,287.889252,4536800
2020-09-22,303.109985,305.239990,300.670013,304.739990,290.799652,2741500
2020-09-23,305.279999,305.549988,297.170013,297.679993,284.062683,2755800
2020-09-24,296.309998,301.459991,295.040009,298.500000,284.845154,3130700
2020-09-25,297.579987,304.040009,296.720001,303.279999,289.406494,2683800
2020-09-28,307.420013,309.019989,306.429993,308.359985,294.254059,2437900
2020-09-29,306.839996,307.510010,304.649994,305.299988,292.576080,2303900
2020-09-30,306.040009,310.750000,305.850006,307.649994,294.828186,4304500
2020-10-01,310.160004,311.109985,307.760010,309.600006,296.696869,3005700
2020-10-02,304.720001,308.579987,304.209991,306.720001,293.936890,3125100
2020-10-05,308.690002,312.290009,308.690002,312.079987,299.073486,2364500
2020-10-06,312.250000,314.320007,307.179993,307.720001,294.895233,3389800
2020-10-07,310.609985,313.809998,310.600006,313.000000,299.955109,1707800
2020-10-08,314.959991,315.850006,314.049988,315.769989,302.609711,1731700
2020-10-09,317.470001,319.100006,316.850006,318.579987,305.302551,2794100
2020-10-12,321.140015,325.220001,320.660004,323.720001,310.228424,2194300
2020-10-13,323.640015,323.730011,320.709991,321.649994,308.244659,2229700
2020-10-14,322.220001,323.299988,318.929993,319.640015,306.318451,1902100
2020-10-15,315.709991,319.700012,315.230011,319.260010,305.954346,2481700
2020-10-16,320.649994,322.209991,318.899994,318.989990,305.695465,1669600
2020-10-19,320.299988,320.890015,313.329987,314.170013,301.076447,2229600
2020-10-20,315.480011,318.670013,314.779999,315.410004,302.264740,3066600
2020-10-21,315.410004,317.519989,314.589996,314.839996,301.718506,2607700
2020-10-22,315.059998,317.160004,312.989990,316.570007,303.376404,2362400
2020-10-23,317.839996,317.839996,315.239990,317.649994,304.411407,1429300
2020-10-26,314.309998,315.079987,308.359985,311.799988,298.805206,3335800
2020-10-27,312.179993,312.470001,310.559998,310.769989,297.818054,2196100
2020-10-28,305.130005,305.739990,299.619995,300.070007,287.564056,5650500
2020-10-29,300.320007,306.250000,298.690002,303.230011,290.592346,5365200
2020-10-30,301.559998,302.859985,296.369995,299.820007,287.324493,5892100
2020-11-02,303.369995,305.309998,300.630005,303.309998,290.669006,4080400
2020-11-03,306.570007,310.739990,306.089996,308.660004,295.796021,3378300
2020-11-04,313.190002,319.649994,312.000000,315.609985,302.456390,5750200
2020-11-05,320.940002,323.549988,320.519989,321.790009,308.378876,3950300
2020-11-06,321.440002,322.920013,319.429993,321.750000,308.340515,3640600
2020-11-09,334.359985,335.200012,325.279999,325.760010,312.183441,8097300
2020-11-10,324.769989,326.299988,322.059998,325.339996,311.780884,4120800
2020-11-11,327.420013,328.500000,326.170013,327.630005,313.975464,2773500
2020-11-12,326.739990,327.440002,322.730011,324.600006,311.071686,2532700
2020-11-13,326.450012,329.730011,325.890015,329.010010,315.297913,1996100
2020-11-16,331.649994,333.119995,330.410004,333.000000,319.121674,3018800
2020-11-17,330.730011,332.500000,329.250000,331.339996,317.530792,3052100
2020-11-18,331.630005,332.140015,327.290009,327.320007,313.678345,2647800
2020-11-19,326.760010,329.089996,325.410004,328.690002,314.991241,2962200
2020-11-20,328.410004,328.660004,326.399994,326.489990,312.882935,3516800
2020-11-23,328.279999,329.600006,326.059998,328.420013,314.732483,2222600
2020-11-24,331.019989,334.250000,330.100006,333.739990,319.830811,2659700
2020-11-25,333.670013,333.670013,332.149994,333.190002,319.303711,2256900
2020-11-27,334.290009,334.609985,333.179993,334.140015,320.214081,984700
2020-11-30,333.399994,333.630005,330.040009,332.640015,318.776672,4175700
2020-12-01,335.920013,337.799988,335.320007,336.299988,322.284058,3224200
2020-12-02,335.220001,337.109985,334.649994,337.010010,322.964478,2270300
2020-12-03,336.910004,338.299988,335.880005,336.910004,322.868652,2851100
2020-12-04,337.500000,339.839996,337.450012,339.809998,325.647797,2907000
2020-12-07,339.070007,339.630005,337.910004,339.179993,325.044098,1943100
2020-12-08,337.890015,340.700012,337.850006,340.160004,325.983246,1948200
2020-12-09,340.790009,340.929993,336.260010,337.140015,323.089111,2545800
2020-12-10,335.739990,338.000000,334.839996,336.980011,322.935730,2738600
2020-12-11,335.309998,336.799988,333.769989,336.549988,322.523682,2387900
2020-12-14,338.760010,339.790009,334.890015,335.010010,321.047852,2654600
2020-12-15,337.640015,339.640015,336.239990,339.640015,325.484863,2757400
2020-12-16,339.829987,341.040009,338.959991,340.160004,325.983246,2943200
2020-12-17,341.769989,342.250000,340.959991,342.010010,327.756165,2627000
2020-12-18,342.390015,342.500000,338.700012,340.640015,326.443237,6025700
2020-12-21,336.829987,340.380005,334.109985,339.589996,325.436981,3918100
2020-12-22,338.470001,338.549988,336.470001,337.540009,324.795166,2371900
2020-12-23,338.540009,339.750000,337.690002,337.809998,325.054932,3682200
2020-12-24,338.369995,339.179993,337.769989,339.160004,326.354004,1447500
2020-12-28,341.739990,342.459991,341.089996,342.109985,329.192566,2798800
2020-12-29,343.630005,343.769989,340.869995,341.390015,328.499847,2555500
2020-12-30,342.279999,342.910004,341.570007,341.850006,328.942444,2009100
2020-12-31,341.820007,344.369995,341.230011,343.690002,330.712921,3507000
2021-01-04,345.019989,345.089996,335.369995,339.029999,326.228882,5402600
2021-01-05,338.399994,342.390015,338.390015,341.260010,328.374664,3299700
2021-01-06,339.790009,346.500000,339.299988,343.329987,330.366547,4805000
2021-01-07,345.739990,349.200012,345.540009,348.459991,335.302826,3638900
2021-01-08,349.880005,350.619995,346.640015,350.420013,337.188843,3758500
2021-01-11,347.359985,349.820007,347.200012,348.130005,334.985321,2975000
2021-01-12,348.299988,349.149994,345.970001,348.160004,335.014130,2298400
2021-01-13,348.109985,350.059998,347.320007,349.029999,335.851318,3039900
2021-01-14,349.850006,350.320007,347.549988,347.850006,334.715912,3497400
2021-01-15,346.269989,347.059998,343.529999,345.369995,332.329529,3622100
2021-01-19,347.799988,348.589996,346.359985,348.100006,334.956451,3433800
2021-01-20,350.320007,353.709991,349.970001,352.829987,339.507782,2920600
2021-01-21,353.459991,353.839996,352.299988,353.160004,339.825378,2580800
2021-01-22,351.380005,353.040009,350.989990,351.899994,338.612946,1812200
2021-01-25,352.709991,353.679993,347.970001,353.329987,339.988983,3549000
2021-01-26,354.230011,354.649994,352.600006,352.799988,339.479004,2430200
2021-01-27,349.540009,349.559998,341.989990,344.239990,331.242157,5010400
2021-01-28,345.970001,351.070007,345.579987,347.130005,334.023071,3432200
2021-01-29,345.309998,346.220001,338.570007,340.179993,327.335480,5803600
2021-02-01,343.630005,346.850006,341.399994,345.769989,332.714386,3334000
2021-02-02,349.049988,352.339996,349.000000,350.739990,337.496704,2955200
2021-02-03,351.700012,352.799988,349.880005,351.089996,337.833557,3392800
2021-02-04,352.119995,355.040009,351.920013,355.019989,341.615143,1988300
2021-02-05,356.899994,357.130005,355.320007,356.440002,342.981567,2091800
2021-02-08,357.920013,359.070007,357.059998,359.070007,345.512238,3371100
2021-02-09,358.220001,359.329987,357.769989,358.779999,345.233124,1891200
2021-02-10,360.529999,360.609985,356.299988,358.640015,345.098450,2400000
2021-02-11,359.709991,360.100006,356.839996,359.220001,345.656555,2237200
2021-02-12,358.450012,361.190002,358.359985,361.049988,347.417511,2144500
2021-02-16,362.149994,362.369995,359.980011,360.709991,347.090363,4408500
2021-02-17,359.029999,360.970001,357.920013,360.790009,347.167267,3211800
2021-02-18,358.239990,359.929993,356.489990,359.250000,345.685425,3010500
2021-02-19,360.470001,360.709991,358.140015,358.589996,345.050354,2487100
2021-02-22,355.839996,358.190002,355.559998,355.769989,342.336823,3291000
2021-02-23,353.690002,357.559998,349.529999,356.220001,342.769836,5251100
2021-02-24,355.149994,360.579987,354.200012,360.160004,346.561096,3301200
2021-02-25,359.029999,360.269989,350.079987,351.519989,338.247253,7049200
2021-02-26,353.470001,354.470001,347.709991,349.589996,336.390167,7579500
2021-03-01,354.549988,359.390015,354.500000,358.119995,344.598114,3721100
2021-03-02,358.380005,358.630005,355.160004,355.350006,341.932739,5462600
2021-03-03,354.700012,355.640015,350.559998,350.660004,337.419769,6317600
2021-03-04,350.489990,353.019989,341.920013,346.339996,333.262878,6604500
2021-03-05,349.769989,353.730011,342.589996,352.690002,339.373138,8721300
2021-03-08,353.630005,356.399994,350.660004,350.959991,337.708435,5663500
2021-03-09,354.750000,358.459991,354.230011,355.869995,342.433075,6075100
2021-03-10,358.299988,359.839996,356.880005,358.070007,344.550018,7231400
2021-03-11,360.660004,363.760010,360.160004,361.850006,348.187256,3340700
2021-03-12,360.500000,362.450012,359.670013,362.359985,348.677979,4847300
2021-03-15,362.670013,364.750000,360.450012,364.459991,350.698730,3154800
2021-03-16,365.119995,365.779999,363.250000,364.049988,350.304260,3698400
2021-03-17,362.829987,366.049988,361.619995,365.239990,351.449188,5011600
2021-03-18,362.730011,364.760010,359.279999,359.869995,346.282013,5067500
2021-03-19,359.649994,361.170013,357.140015,359.230011,345.666229,5382800
2021-03-22,359.790009,363.500000,359.760010,362.070007,348.398956,3417600
2021-03-23,361.529999,362.940002,358.510010,359.410004,345.839417,4954600
2021-03-24,360.709991,362.269989,357.420013,357.420013,343.924591,4099000
2021-03-25,356.079987,360.239990,354.140015,359.429993,345.858582,5487300
2021-03-26,359.369995,364.369995,358.750000,364.010010,351.500854,3322600
2021-03-29,362.570007,364.679993,361.109985,363.790009,351.288391,3143300
2021-03-30,362.559998,363.470001,361.269989,362.859985,350.390350,3696200
2021-03-31,363.390015,365.820007,363.390015,364.299988,351.780853,7470300
2021-04-01,366.200012,368.290009,366.029999,368.160004,355.508240,5132000
2021-04-05,370.890015,374.070007,370.809998,373.470001,360.635742,3764100
2021-04-06,373.040009,374.329987,372.670013,373.260010,360.433014,3583500
2021-04-07,373.140015,374.079987,372.720001,373.730011,360.886780,2768900
2021-04-08,374.970001,375.559998,374.059998,375.549988,362.644257,3949400
2021-04-09,375.420013,378.399994,375.329987,378.250000,365.251495,2627500
2021-04-12,377.700012,378.649994,377.079987,378.420013,365.415680,2747500
2021-04-13,378.369995,380.119995,377.920013,379.450012,366.410278,2985500
2021-04-14,379.459991,380.510010,377.700012,378.230011,365.232178,3691100
2021-04-15,380.329987,382.540009,380.279999,382.290009,369.152679,3573800
2021-04-16,383.559998,384.149994,382.190002,383.630005,370.446594,3252500
2021-04-19,382.619995,383.089996,380.369995,381.739990,368.621521,3945700
2021-04-20,380.489990,381.160004,377.470001,378.940002,365.917755,4106700
2021-04-21,378.279999,382.670013,378.140015,382.500000,369.355377,3640100
2021-04-22,382.320007,383.119995,377.959991,378.989990,365.966064,3965000
2021-04-23,379.570007,384.459991,379.459991,383.029999,369.867188,3781100
2021-04-26,383.730011,384.450012,383.320007,383.859985,370.668671,3125200
2021-04-27,384.200012,384.380005,382.720001,383.739990,370.552795,3370600
2021-04-28,384.100006,385.170013,383.239990,383.559998,370.378998,3960400
2021-04-29,386.399994,386.739990,382.809998,386.119995,372.851013,4209900
2021-04-30,383.910004,384.760010,382.730011,383.570007,370.388641,5219200
2021-05-03,385.559998,385.940002,383.959991,384.440002,371.228760,4180800
2021-05-04,382.519989,382.959991,378.450012,382.100006,368.969208,5485600
2021-05-05,383.720001,383.910004,381.440002,382.170013,369.036804,4410700
2021-05-06,382.260010,385.369995,380.269989,385.279999,372.039917,4737300
2021-05-07,386.019989,388.679993,385.329987,388.029999,374.695404,3516600
2021-05-10,388.410004,388.660004,384.089996,384.230011,371.026001,5942700
2021-05-11,379.750000,381.739990,376.950012,380.859985,367.771759,7081500
2021-05-12,378.040009,379.269989,372.130005,372.730011,359.921204,7707400
2021-05-13,374.209991,379.049988,374.170013,377.160004,364.198944,7179100
2021-05-14,379.809998,383.790009,379.809998,382.950012,369.789948,5167900
2021-05-17,381.899994,382.750000,380.000000,382.029999,368.901581,3781600
2021-05-18,382.250000,382.470001,378.540009,378.730011,365.714996,3128300
2021-05-19,374.059998,377.839996,372.619995,377.730011,364.749359,5086300
2021-05-20,378.570007,382.989990,378.450012,381.760010,368.640869,4776700
2021-05-21,383.230011,384.450012,381.010010,381.470001,368.360840,3567500
2021-05-24,383.690002,386.399994,383.440002,385.320007,372.078552,2962500
2021-05-25,386.399994,386.760010,383.940002,384.510010,371.296326,4031800
2021-05-26,385.089996,385.750000,384.070007,385.209991,371.972260,2642700
2021-05-27,386.279999,386.779999,385.320007,385.380005,372.136475,3015900
2021-05-28,387.029999,387.269989,385.940002,386.130005,372.860718,3370100
2021-06-01,388.500000,388.619995,385.380005,385.829987,372.570953,4389000
